state,year,wind_gwh,solar_gwh,total_gen_gwh,co2_tons,gdp_capita,income_pc,unemployment,rps_enact,rps_eff,deregulation,disc_enact,disc_eff,sale_tax,corp_tax,prop_tax,wind_solar_gwh,renewable_share
AK,2001,950.0,0.0,4906385.0,4590847.0,40690.0,31666.0,6.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,950.0,0.00019362524547095265
AK,2002,0.0,0.0,4535167.0,4412585.0,43622.0,32258.0,7.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AK,2003,0.0,0.0,4774223.0,3947059.0,42130.0,32570.0,7.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AK,2004,0.0,0.0,4968221.0,4730932.0,43781.0,33941.0,7.3999999999999995,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AK,2005,589.0,0.0,5117377.0,4323457.0,43864.0,36084.0,6.8999999999999995,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,589.0,0.00011509802775914301
AK,2006,788.001,0.0,5498773.0,4584739.0,45136.0,38344.0,6.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,788.001,0.00014330487910666615
AK,2007,1012.0,0.0,5511872.0,,44962.0,40042.0,6.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1012.0,0.0001836036831043972
AL,2001,0.0,0.0,79849470.0,78375702.51317641,27177.51325,25347.253,4.605058,0.0,0.0,0.0,0.074231185,1.0,0.0,0.0,0.0,0.0,0.0
AL,2002,0.0,0.0,84384587.0,81272215.26859775,27536.99175,25969.82825,5.3296732250000005,0.0,0.0,0.0,0.09814084,1.0,0.0,0.0,0.0,0.0,0.0
AL,2003,0.0,0.0,85323271.0,81323321.96451329,28224.48325,26813.91525,5.3109891750000005,0.0,0.0,0.0,0.09643147,1.0,0.0,0.0,0.0,0.0,0.0
AL,2004,0.0,0.0,82754178.0,81876194.01026602,29373.57625,28383.89125,4.9497055,0.0,0.0,0.0,0.10743977,1.0,0.0,0.0,0.0,0.0,0.0
AL,2005,0.0,0.0,83513586.0,85688744.01984954,30110.6955,29854.06875,4.008055175,0.0,0.0,0.0,0.091391385,1.0,0.0,0.0,0.0,0.0,0.0
AL,2006,0.0,0.0,83528632.0,86950909.84523909,30287.5705,31250.038249999998,3.6546735,0.0,0.0,0.0,0.11108979,1.0,0.17091173899075,0.02777457399075,0.0,0.0,0.0
AL,2007,0.0,0.0,81352185.0,,30665.605,32747.076500000003,3.69869775,0.0,0.0,0.0,0.09824232,1.0,0.1918104846325,0.024587489632499997,0.0,0.0,0.0
AR,2001,0.0,0.0,12982045.0,29092846.60515136,25226.054384615385,23244.563076923077,4.736109507692308,0.0,0.0,1.0,0.0,1.0,0.0,0.011760203076923076,0.0,0.0,0.0
AR,2002,0.0,0.0,12142797.0,28337575.980310187,25804.05615384615,23631.024769230768,5.35231523076923,0.0,0.0,1.0,0.0,1.0,0.0,0.015309296923076922,0.0,0.0,0.0
AR,2003,0.0,0.0,12737093.0,28507371.324334305,26325.280384615387,24620.119000000002,5.8669854307692315,0.0,0.0,0.0,0.0,1.0,0.0,0.011226626923076922,0.0,0.0,0.0
AR,2004,0.0,0.0,14243943.0,30383002.6847531,27322.03953846154,25979.82323076923,5.693314092307692,0.0,0.0,0.0,0.0,1.0,0.0,0.012964358461538462,0.0,0.0,0.0
AR,2005,0.0,0.0,12878631.0,28698702.762435123,27644.275153846153,27151.14523076923,5.252584176923076,0.0,0.0,0.0,0.0,1.0,0.0,0.013744832307692308,0.0,0.0,0.0
AR,2006,0.0,0.0,13585096.0,30256359.693346262,27920.235,28695.15,5.260785946153846,0.0,0.0,0.0,0.0,1.0,0.0,0.08493583615384616,0.0,0.0,0.0
AR,2007,0.0,0.0,14572269.0,,28110.67430769231,30401.270538461536,5.1103390307692305,0.0,0.0,0.0,0.0,1.0,0.0,0.11084573461538462,0.0,0.0,0.0
AZ,2001,0.0,708.0,64885291.0,40240779.05183822,31017.54225,26483.338125,4.63527645,1.0,1.0,1.0,0.0,1.0,0.773800075375,0.120944805,0.021908332875000002,708.0,1.0911563916697238e-05
AZ,2002,0.0,862.0,60720816.0,39249956.18815472,30869.7595,26792.839875,5.6976505,1.0,1.0,1.0,0.0,1.0,0.7676767205,0.21355571625000003,0.023650400499999998,862.0,1.419612015754202e-05
AZ,2003,0.0,694.0,57883904.0,39107085.93486617,27316.6854875,23647.5696625,5.0369981125,1.0,1.0,0.0,0.0,1.0,0.75878994925,0.10448311625000001,0.02149259675,694.0,1.1989516118332308e-05
AZ,2004,0.0,4562.001,61184592.0,43446334.90355301,27665.268575000002,25164.790225,4.4830052325,1.0,1.0,0.0,0.0,1.0,0.76238203675,0.09738985,0.024993784249999998,4562.001,7.456127189668929e-05
AZ,2005,0.0,21998.0,64501348.0,43004701.29576972,28890.1363625,26842.95255,4.10761099125,1.0,1.0,0.0,0.0,1.0,0.76729716175,0.092382140625,0.0250863655,21998.0,0.00034104713594512785
AZ,2006,19067.0,19278.001,66680496.0,46180162.96744615,31066.783333333333,29590.179511111113,3.7630886177777776,1.0,1.0,0.0,1.0,1.0,0.6801901026666667,0.7602535622222223,0.6977143182222222,38345.001000000004,0.0005750557254403147
AZ,2007,58596.001,8027.001,68668467.0,,30967.45607777778,30374.69332222222,3.550654851111111,1.0,1.0,0.0,1.0,1.0,0.7821056026666667,0.7531827155555555,0.6996802137777778,66623.002,0.00097021245574042
CA,2001,59396.998,2842.0,109487680.0,79112153.93174368,36003.77874137931,31621.27082758621,5.223007913793103,1.0,0.9676492,1.0,1.0,1.0,0.05366839034482758,0.07467506886078103,0.12196414381051725,62238.998,0.0005684566336596044
CA,2002,56090.001000000004,2806.0,110662402.0,70619003.21958381,36034.22203448276,31612.72275862069,6.428099268965517,1.0,1.0,1.0,1.0,1.0,0.05478337,0.16356664810685345,0.12112986996689655,58896.001000000004,0.0005322132895687553
CA,2003,267311.42,1948.0,115944154.0,67844213.90665703,36738.621366666666,32416.21183333333,6.575968361666667,1.0,1.0,1.0,1.0,1.0,0.06593406483333333,0.15914165324813334,0.11588607009016667,269259.42,0.00232231993343968
CA,2004,751598.599,1960.0,112075641.0,71476221.71202107,38163.24813333333,34251.942383333335,6.015889566666667,1.0,1.0,1.0,1.0,1.0,0.066069652742655,0.161593217242655,0.11754407779283334,753558.599,0.00672366084437563
CA,2005,1110722.9587865,2012.0,123645919.0,71932261.06185883,39251.63998275862,36048.34,5.285591587931035,1.0,1.0,1.0,1.0,1.0,0.08490288901212069,0.18399740194315517,0.1390262740212069,1112734.9587865,0.008999366641340585
CA,2006,1854925.574757,1948.0,125265818.0,73033464.57334134,40347.35811864407,38407.08345762712,4.751988130508474,1.0,1.0,1.0,1.0,1.0,0.07829081858533898,0.21171619028025424,0.16384780593220338,1856873.574757,0.014823465845702617
CA,2007,1762514.995286,2049.0,115865397.0,,40666.89052830188,40143.49084905661,4.979986311320755,1.0,1.0,1.0,1.0,1.0,0.18136274411071698,0.21268741278996228,0.14180820471698113,1764563.995286,0.015229430364667028
CN,2001,0.0,0.0,0.0,29482318.666666668,39031.0,35063.666666666664,4.366666666666667,1.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,
CN,2002,0.0,0.0,0.0,27979186.333333332,38940.666666666664,35257.666666666664,5.533333333333334,1.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,
CN,2003,0.0,0.0,0.0,28848900.666666668,39900.0,36077.333333333336,5.866666666666667,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,
CN,2004,0.0,0.0,0.0,28564980.0,40943.0,38044.333333333336,5.3999999999999995,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,
CN,2005,0.0,0.0,0.0,29956294.0,41614.666666666664,39890.333333333336,4.966666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.0,
CN,2006,0.0,0.0,0.0,25727202.666666668,43173.0,42566.0,4.8,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.0,
CN,2007,0.0,0.0,0.0,,44210.0,45062.666666666664,4.733333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.0,
CO,2001,38764.0,0.0,60175734.0,50186782.398766086,38371.40961904762,33496.11576190476,3.9677670714285718,0.90929466,0.31891584,0.99858075,1.0,1.0,0.015186468571428571,0.04531233428571429,0.9236832985714285,38764.0,0.0006441799280753268
CO,2002,59987.0,0.0,57939845.0,49595620.487230465,37957.736952380954,33105.865047619045,5.7293663809523805,1.0,0.92058533,0.9810742,1.0,1.0,0.025127521428571425,0.06112070047619048,0.9171720161904763,59987.0,0.0010353324210653307
CO,2003,58609.08,0.0,59778190.0,49497195.78782797,37943.646238095236,33300.73723809524,6.1031550476190475,1.0,0.9278936,0.76916033,1.0,1.0,0.03785592714285715,0.06386243904761905,0.9148774228571429,58609.08,0.0009804425326360668
CO,2004,67833.999,0.0,58874216.0,49628311.79815056,38418.37961904762,34856.44057142857,5.592171685714286,1.0,0.92014337,0.7649323,1.0,1.0,0.03868231666666667,0.06514960114285714,0.91265412,67833.999,0.0011521851772939107
CO,2005,58426.001000000004,0.0,58388673.0,49701621.408959396,39515.967476190475,36805.496190476195,5.090037409523809,1.0,0.91243166,0.7597156,1.0,1.0,0.03872834428571429,0.06911079604761905,0.9096339304761905,58426.001000000004,0.001000639302078333
CO,2006,61958.998999999996,0.0,60479630.0,50453159.01740217,40094.851142857144,38872.96080952381,4.4025252904761905,1.0,1.0,0.7651236,1.0,1.0,0.060312792380952385,0.0914165819047619,0.9335151052380952,61958.998999999996,0.0010244606159131595
CO,2007,58831.001000000004,0.0,61613243.0,,40222.75571428571,40502.19776190476,3.9274519999999997,1.0,1.0,0.76185846,1.0,1.0,0.9180858304761905,0.08887691714285714,0.9382309423809523,58831.001000000004,0.0009548434416932087
CT,2001,0.0,0.0,5524728.0,14007371.423827862,43105.138875,39554.4075,3.3854664000000003,1.0,1.0,1.0,1.0,1.0,0.125,0.125,0.21185775875,0.0,0.0
CT,2002,0.0,0.0,2637092.0,14018302.881769774,43380.23925,40130.172375,4.62736985,1.0,1.0,1.0,1.0,1.0,0.125,0.125,0.125,0.0,0.0
CT,2003,0.0,0.0,1120897.0,13668660.948597524,43534.131625,40487.308125,5.6015405375,1.0,1.0,1.0,1.0,1.0,0.125,0.125,0.125,0.0,0.0
CT,2004,0.0,0.0,940533.0,12018017.479577271,46314.17111111111,42400.47044444444,4.837258288888889,1.0,1.0,1.0,1.0,1.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0
CT,2005,0.0,0.0,1065199.0,20174693.638823994,46337.07075,45236.586,4.976834675,1.0,1.0,1.0,1.0,1.0,0.125,0.14814329375,0.14814329375,0.0,0.0
CT,2006,0.0,0.0,803114.0,19923911.11222418,47520.309499999996,48198.4613,4.5929321000000005,1.0,1.0,1.0,1.0,1.0,0.947088277,0.32637241,0.29231936999999997,0.0,0.0
CT,2007,0.0,0.0,37362.0,,48703.9728,51238.5374,4.60130397,1.0,1.0,1.0,1.0,1.0,0.949380141,0.319426145,0.918696043,0.0,0.0
DC,2001,0.0,0.0,33276.0,65134619.5,28064.0,27496.5,4.65,0.0,0.0,1.0,0.56816876,1.0,0.0,0.5,0.5,0.0,0.0
DC,2002,0.0,0.0,1682.0,67609984.5,28609.0,28080.0,5.05,0.0,0.0,1.0,0.57428914,1.0,0.0,0.5,0.5,0.0,0.0
DC,2003,0.0,0.0,1606.0,68870526.0,29424.0,29176.0,5.0,0.0,0.0,1.0,0.57880527,1.0,0.0,0.5,0.5,0.0,0.0
DC,2004,0.0,0.0,1908.0,70480932.5,29837.5,30713.5,4.7,1.0,1.0,1.0,0.57561934,1.0,0.0,0.5,0.5,0.0,0.0
DC,2005,0.0,0.0,2231.0,73130825.0,30612.5,32105.0,4.35,1.0,1.0,1.0,0.57168293,1.0,0.0,0.5,0.5,0.0,0.0
DC,2006,0.0,0.0,2260.0,19086919.0,27594.0,31061.0,3.3,1.0,0.0,1.0,0.5697486,1.0,0.0,1.0,1.0,0.0,0.0
DC,2007,0.0,0.0,1230.0,,28237.0,33225.0,3.4,1.0,0.0,1.0,0.56847966,1.0,0.0,1.0,1.0,0.0,0.0
DE,2001,0.0,0.0,4318222.0,41074701.47828603,44787.766,33619.6696,4.39679047,0.86543566,0.86543566,1.0,1.0,1.0,0.146419126,0.0,0.1,0.0,0.0
DE,2002,0.0,0.0,2505488.0,45298977.012525976,43947.888,33504.623999999996,5.34636375,1.0,0.8181885,1.0,1.0,1.0,0.08181885,0.0,0.1,0.0,0.0
DE,2003,0.0,0.0,2757765.0,44710254.82433478,45092.447700000004,34234.082,5.506766600000001,1.0,1.0,1.0,1.0,1.0,0.083832955,0.0,0.1,0.0,0.0
DE,2004,0.0,0.0,2257490.0,48217189.9063166,46038.085,35924.733,5.04728817,1.0,1.0,1.0,1.0,1.0,0.06542369,0.0,0.1,0.0,0.0
DE,2005,0.0,0.0,2251913.0,48101627.92907165,47557.7863,37469.186,4.72675196,1.0,1.0,1.0,1.0,1.0,0.16649611,0.0,0.1,0.0,0.0
DE,2006,0.0,0.0,1829690.0,43058179.333333336,48545.88888888889,39676.555555555555,4.166666666666667,1.0,1.0,1.0,1.0,1.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0
DE,2007,0.0,0.0,142221.0,,47993.555555555555,41486.0,4.2444444444444445,1.0,1.0,1.0,1.0,1.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0
FL,2001,334936.0,0.0,180996532.0,120319359.94825172,29584.783185185184,29154.15762962963,4.710427722222223,0.0027254536,0.0,0.0,1.0,1.0,0.00010094272592592592,0.0,0.00010094272592592592,334936.0,0.0018505105943134865
FL,2002,291300.0,0.0,192520935.0,122144093.28016903,29817.57066666667,29627.452555555556,5.702646485185186,0.0025411812,0.0025205913,0.0,1.0,1.0,9.335523333333333e-05,0.0,9.335523333333333e-05,291300.0,0.0015130822006448287
FL,2003,325919.0,0.0,200544084.0,127458627.2970865,30719.07369230769,30300.48834615385,5.301413880769231,0.0022393172,0.0022393172,0.0,1.0,1.0,8.535223846153846e-05,0.0,8.532616153846155e-05,325919.0,0.0016251738445697557
FL,2004,1258170.0,0.0,205124836.0,128640030.14462125,31670.831962962962,32584.146851851852,4.710549877777778,0.008748545,0.008748545,0.0,1.0,1.0,0.00017427235555555557,5.8751396296296296e-05,0.00014603705555555556,1258170.0,0.006133679492618826
FL,2005,1196185.001,0.0,210498920.0,129286771.10308136,33203.12633333333,34619.15940740741,3.8383382333333333,0.006839357,0.006839357,0.0,1.0,1.0,0.00013412355555555557,5.454952222222223e-05,0.00011474516666666667,1196185.001,0.005682618233860772
FL,2006,1250819.0,0.0,213380721.0,125553489.63812791,33780.10011111111,36997.36362962963,3.4326232037037037,0.0068883705,0.0068883705,0.0,1.0,1.0,0.9922982718518518,0.9865610066666667,0.00016168477777777778,1250819.0,0.005861911957828655
FL,2007,1328725.0,0.0,214946031.0,,33411.335785714284,38272.89060714286,4.129701535714285,0.008692579,0.008692579,0.0,1.0,1.0,0.9874501807142858,0.9825713307142857,0.00021374051071428572,1328725.0,0.006181667992743722
GA,2001,0.0,0.0,102323344.0,73938207.29938222,34675.27692307692,28764.422,4.15454266923077,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
GA,2002,0.0,0.0,103391247.0,78805770.40526631,34281.44323076923,28769.144461538464,4.981930869230769,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
GA,2003,0.0,0.0,107005894.0,75495430.02786364,34334.87972727273,29024.236090909093,5.064951545454545,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
GA,2004,0.0,0.0,108519746.0,78814249.05432485,35022.12025,30120.79133333333,4.882197425,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
GA,2005,0.0,0.0,117696898.0,85004826.43402268,35599.85846153846,31628.01646153846,5.255564307692309,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
GA,2006,0.0,0.0,118787773.0,79510291.7972375,35574.83130769231,33239.403846153844,4.692702876923077,1.0,1.0,1.0,1.0,1.0,0.8911339692307693,0.02672905596153846,0.07692307692307693,0.0,0.0
GA,2007,0.0,0.0,123021630.0,,35706.73975,34113.74575,4.683285475,1.0,1.0,0.0,1.0,1.0,0.8782458025,0.02830053385,0.0,0.0,0.0
HI,2001,2110.0,0.0,6042468.0,8707882.0,33356.0,28840.0,4.2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2110.0,0.00034919506400364885
HI,2002,1605.0,0.0,6249699.0,9243212.0,33480.0,29632.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1605.0,0.00025681236808364693
HI,2003,1562.0,0.0,6711518.0,8651735.0,34385.0,30555.0,3.9,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1562.0,0.00023273423389462712
HI,2004,1486.0,0.0,7005120.0,9099679.0,35665.0,32782.0,3.2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1486.0,0.0002121305559362295
HI,2005,1697.0,0.0,6920049.0,9030648.0,37122.0,34885.0,2.7,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1697.0,0.0002452294774213304
HI,2006,840.0,0.0,7052256.0,9036354.0,37975.0,37117.0,2.5,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,840.0,0.00011911082070758634
HI,2007,437.0,0.0,6940557.0,,39034.0,39242.0,2.6,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,437.0,6.296324632158485e-05
IA,2001,10413.001,0.0,27547264.0,41433661.72917767,30580.850112359552,27186.049820224718,3.32361912247191,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.9887527988764045,10413.001,0.0003780049082188344
IA,2002,13416.000000000002,0.0,28224277.0,41520071.548400335,31746.1796,28181.34101111111,3.928911118888889,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.9888803388888888,13416.000000000002,0.00047533547094935337
IA,2003,14224.950000000003,0.0,28520763.0,41237966.63119989,32533.564188888886,28666.304644444444,4.425586855555555,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.9888752822222222,14224.950000000003,0.0004987576945259144
IA,2004,10112.999000000002,0.0,27991398.0,41863739.31522048,34329.84548888889,30781.1038,4.617799288888889,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.9888754441111112,10112.999000000002,0.00036128952901887936
IA,2005,696310.0,0.0,29079165.0,40865791.559081115,34689.88619565217,31628.05833695652,4.316318949999999,1.0,1.0,1.0,1.0,1.0,0.0,0.9891207010869565,0.9891207010869565,696310.0,0.023945323051745123
IA,2006,1120019.0,0.0,29690385.0,41232310.93930243,35519.18402222222,32804.57638888889,3.8088995822222222,1.0,1.0,1.0,1.0,1.0,0.9888755211111111,0.9888755211111111,0.9888755211111111,1120019.0,0.037723289879871884
IA,2007,1530474.999,0.0,33242237.0,,35913.04483333333,34983.8056,3.7155721522222223,1.0,1.0,1.0,1.0,1.0,0.988877032888889,0.988877032888889,1.0,1530474.999,0.04604007242352553
ID,2001,0.0,0.0,13435281.0,5401191.04163267,28286.097714285715,26030.911,5.107986000000001,0.13139126,0.0,1.0,1.0,1.0,0.0,0.0,0.18960813571428572,0.0,0.0
ID,2002,0.0,0.0,13600196.0,4602442.442825318,28391.96857142857,26299.583142857144,5.722803328571429,0.1271838,0.0,0.20157877,1.0,1.0,0.0,0.0,0.1918709285714286,0.0,0.0
ID,2003,0.0,0.0,13312753.0,5204553.333856667,28645.073714285714,26758.17142857143,5.666367342857143,0.12638098,0.12638098,0.18408644,1.0,1.0,0.05365199285714285,0.0,0.19182123428571426,0.0,0.0
ID,2004,0.0,0.0,13595743.0,4909438.018073494,29538.059999999998,28160.813333333335,4.649189166666666,0.1276029,0.1276029,0.1885774,0.050231542,1.0,0.06319918666666667,0.0,0.057445675,0.0,0.0
ID,2005,0.0,0.0,13782319.0,4877314.917954628,30882.632833333333,29598.013666666666,3.804872266666667,0.12622443,0.12622443,0.18857697,0.050887167,1.0,0.9437456666666666,0.0,0.05625433333333333,0.0,0.0
ID,2006,0.0,0.0,16543690.0,3675492.394937093,30966.465,31323.78583333333,3.1360352833333334,0.103089,0.103089,0.17846985,0.050458007,1.0,0.9400437500000001,0.0,0.05995625833333334,0.0,0.0
ID,2007,0.0,0.0,13853073.0,,31121.2695,33037.68833333333,3.1207188,0.40274858,0.22140516,0.16562894,0.047687136,1.0,0.9328752333333333,0.030223906666666665,0.9451712066666667,0.0,0.0
IL,2001,0.0,0.0,4096088.0,89750381.82770891,36669.30964864865,32222.70054054054,5.321851570270271,0.93460584,0.93460584,1.0,1.0,1.0,0.007043596756756756,0.0,0.0252596172972973,0.0,0.0
IL,2002,0.0,0.0,3935706.0,92917269.8370666,36667.10386486487,32603.75437837838,6.392007635135135,1.0,0.9824411,1.0,1.0,1.0,0.007043596756756756,0.0,0.02655246216216216,0.0,0.0
IL,2003,0.0,0.0,4249698.0,92162418.80609664,37541.91697297298,33494.16964864865,6.605295678378379,1.0,1.0,1.0,1.0,1.0,0.007043596756756756,0.0,0.02653136216216216,0.0,0.0
IL,2004,0.0,0.0,4746607.0,98030621.05732328,38096.203918918916,34839.423567567566,6.117058308108108,1.0,1.0,1.0,1.0,1.0,0.007043596756756756,0.0,0.026017856756756757,0.0,0.0
IL,2005,0.0,0.0,4778064.0,96529115.83620615,38156.298210526315,36056.42965789474,5.709322044736842,1.0,1.0,1.0,1.0,1.0,0.03317402842105263,0.024778565789473683,0.024778565789473683,0.0,0.0
IL,2006,36907.466566,0.0,4981886.0,95459371.38885705,38843.012078947366,38045.5345,4.623437594736842,1.0,1.0,1.0,1.0,1.0,0.057254202894736844,0.02408017447368421,0.06985351394736843,36907.466566,0.007408332219163587
IL,2007,48194.81686800001,0.0,4501784.0,,39222.11413157895,40511.228684210524,5.055601415789473,1.0,1.0,1.0,1.0,1.0,0.08313042736842105,0.04995639894736842,0.9405599530736841,48194.81686800001,0.010705715082731647
IN,2001,0.0,0.0,84794093.0,109254452.84578902,31280.688866666667,27823.736533333333,4.154268106666667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9906478173333333,0.0,0.0
IN,2002,0.0,0.0,82398924.0,107574677.49454878,32182.456866666667,28439.9398,5.15715918,0.0,0.0,0.0,0.0,1.0,0.00039410453333333333,0.00039410453333333333,0.9906324166666667,0.0,0.0
IN,2003,0.0,0.0,83546570.0,104553633.00174975,33015.6505,29213.60625,5.204574025,1.0,1.0,0.0,0.0,1.0,0.000444570525,0.000444570525,0.98651219875,0.0,0.0
IN,2004,0.0,0.0,85089931.0,107167786.25838421,33938.330875,30422.63325,5.1686873375,1.0,1.0,0.0,0.0,1.0,0.00013466428125,0.00013466428125,0.993699414375,0.0,0.0
IN,2005,0.0,0.0,87586530.0,116413240.74611427,33306.765666666666,30647.1806,5.32359178,1.0,1.0,0.0,0.0,1.0,0.00012313598666666666,0.06678980265333333,0.9936456206666667,0.0,0.0
IN,2006,0.0,0.0,83539359.0,116317231.92749728,33045.1884,32044.6246,4.917973666666667,1.0,1.0,0.0,0.0,1.0,0.06775535306666666,0.06775535306666666,0.99347394,0.0,0.0
IN,2007,0.0,0.0,87555931.0,,32964.902533333334,33320.0824,4.540688313333333,1.0,1.0,0.0,0.0,1.0,0.07061482686666667,0.07061482686666667,0.9942606326666666,0.0,0.0
KS,2001,0.0,0.0,32588610.0,35396220.302230686,31058.52232835821,28711.974776119405,4.300228592537313,0.0,0.0,0.0,0.0,1.0,0.0,0.0011429518656716417,0.9988570477611941,0.0,0.0
KS,2002,0.0,0.0,34243631.0,38605254.33409132,31431.272910447762,28978.39732835821,5.100101458208955,0.0,0.0,0.0,0.0,1.0,0.0,0.0010145758208955223,0.9989854238805971,0.0,0.0
KS,2003,1386.8400000000001,0.0,33684694.0,38530005.37424083,31860.32401470588,29798.159529411765,5.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0012414503676470587,0.9987585499999999,1386.8400000000001,4.117122156431049e-05
KS,2004,908.88,0.0,33062612.0,37801170.5430162,32338.224147058823,30990.64175,5.500574714705882,0.0,0.0,0.0,0.0,1.0,0.0,0.0019157133823529413,0.9980842867647058,908.88,2.748966113143148e-05
KS,2005,653.52,0.0,33271466.0,37688676.03566047,32858.67485294118,32128.98414705882,5.100328405882353,0.0,0.0,0.0,0.0,1.0,0.0,0.001094676911764706,0.9989053229411764,653.52,1.964205604886782e-05
KS,2006,412.44,0.0,31833713.0,35691007.61659956,34046.89323529412,34522.57823529412,4.300579436764705,0.0,0.0,0.0,0.0,1.0,0.0,0.0012085182352941177,0.9987914816176471,412.44,1.2956075843242037e-05
KS,2007,926.52,0.0,35977226.0,,34749.57473529412,36521.985808823534,4.1010429955882355,0.0,0.0,0.0,0.0,1.0,0.0,0.0012675139705882353,0.9987324861764707,926.52,2.5752958274214917e-05
KY,2001,0.0,0.0,47048727.0,87590417.703873,27706.41714285714,25021.31614285714,5.202577071428571,0.0,0.0,0.053360365,0.053360365,1.0,0.0,0.0,0.0,0.0,0.0
KY,2002,0.0,0.0,46243005.0,87212882.91842428,28382.98042857143,25519.50142857143,5.711132,0.0,0.0,0.05113287,0.05113287,1.0,0.0,0.0,0.0,0.0,0.0
KY,2003,0.0,0.0,45926493.0,85616139.17701729,28651.70342857143,25974.70757142857,6.305595142857142,0.0,0.0,0.051524073,0.051524073,1.0,0.0,0.0,0.0,0.0,0.0
KY,2004,0.0,0.0,46864119.0,87344921.86546162,29096.3,27126.325857142856,5.6060234,0.0,0.0,0.05085294,0.05085294,1.0,0.0,0.0,0.0,0.0,0.0
KY,2005,0.0,0.0,50210166.0,90425281.92019819,29560.02042857143,28156.464285714286,6.0969408,0.0,0.0,0.050187357,0.050187357,1.0,0.0,0.0,0.0,0.0,0.0
KY,2006,0.0,0.0,48173321.0,93226057.19971578,30087.781857142858,29634.984714285714,5.886439285714286,0.0,0.0,0.048674695,0.048674695,1.0,0.0,0.0,0.0,0.0,0.0
KY,2007,0.0,0.0,49563025.0,,30519.61042857143,30954.638142857144,5.494870857142857,0.08975924,0.08975924,0.0,0.046948235,1.0,0.9871772528571429,0.9871772528571429,0.012822748571428571,0.0,0.0
LA,2001,0.0,0.0,115604637.0,74738090.26521294,29154.764523809525,25006.749333333333,5.320448619047619,1.0,0.0,1.0,1.0,1.0,0.0,0.11459901142857143,0.11459901142857143,0.0,0.0
LA,2002,0.0,0.0,110084868.0,74125383.06622806,29233.441499999997,25416.74055,5.94751073,1.0,1.0,1.0,1.0,1.0,0.0,0.110775184,0.110775184,0.0,0.0
LA,2003,0.0,0.0,95775577.0,75561219.09050635,29651.94195,26081.35635,6.235000415,1.0,1.0,1.0,1.0,1.0,0.0,0.1143194125,0.1143194125,0.0,0.0
LA,2004,0.0,0.0,98208905.0,77773185.50162803,31068.7657,27478.527250000003,5.591530165,1.0,1.0,1.0,1.0,1.0,0.0,0.114073135,0.114073135,0.0,0.0
LA,2005,0.0,0.0,94413585.0,75297155.96753249,31374.022749999996,25758.88395,6.481030769999999,1.0,1.0,1.0,1.0,1.0,0.0,0.1063973265,0.1063973265,0.0,0.0
LA,2006,0.0,0.0,93081161.0,72946761.03374894,34126.445250000004,32584.0915,4.187793495,1.0,1.0,1.0,1.0,1.0,0.0,0.106160908,0.106160908,0.0,0.0
